panukb_phenotype_id,trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,pops,num_pops,pops_pass_qc,num_pops_pass_qc,is_binary,is_quantitative,is_both_sexes,filename,filename_tabix,aws_path,aws_path_tabix,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,phenotype_qc_AFR,phenotype_qc_AMR,phenotype_qc_CSA,phenotype_qc_EAS,phenotype_qc_EUR,phenotype_qc_MID
categorical|2473|both_sexes|2473|,categorical,2473,both_sexes,2473,,Other serious medical condition/disability diagnosed by doctor,"ACE touchscreen question ""Has a doctor ever told you that you have had any other serious medical conditions or disabilities?"" If the participant activated the Help button they were shown the message:     If you are not sure if you have a serious illness or you are not sure that you have had one of the conditions listed previously, enter Do not know and you will be asked about this by an interviewer later in this visit.     ",,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,"AFR,AMR,CSA,EAS,EUR,MID",6,"EUR,MID",2,True,False,True,categorical-2473-both_sexes-2473.tsv.bgz,categorical-2473-both_sexes-2473.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-2473-both_sexes-2473.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-2473-both_sexes-2473.tsv.bgz.tbi,975.0,162.0,1220.0,268.0,84859.0,268.0,5420.0,779.0,7165.0,2320.0,327885.0,1244.0,h2_z_insignificant,n_too_low,h2_z_insignificant,h2_z_insignificant,PASS,PASS
categorical|3393|both_sexes|3393|,categorical,3393,both_sexes,3393,,Hearing aid user,"ACE touchscreen question ""Do you use a hearing aid most of the time?""  Initially this information was collected from all participants answering Yes to either ~F2247~ (~F10793~ in the pilot) or ~F2257~. When the speech-in-noise hearing test was introduced (2009), program logic was altered so that the information was collected from all participants except those who indicated they were completely deaf, as defined by their answers to ~F2247~.",,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Hearing,"AFR,CSA,EUR",3,"CSA,EUR",2,True,False,True,categorical-3393-both_sexes-3393.tsv.bgz,categorical-3393-both_sexes-3393.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-3393-both_sexes-3393.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-3393-both_sexes-3393.tsv.bgz.tbi,62.0,,217.0,,12940.0,,4524.0,,6600.0,,241643.0,,h2_z_insignificant,,PASS,,PASS,
categorical|3571|both_sexes|3571|,categorical,3571,both_sexes,3571,,Back pain for 3+ months,"ACE touchscreen question ""Have you had back pains for more than 3 months?"" ~F3571~ was collected from participants who indicated that in the last month they experienced back pain that interfered with their usual activities, as defined by their answers to ~F6159~",,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Pain,"AFR,AMR,CSA,EAS,EUR,MID",6,"EAS,EUR",2,True,False,True,categorical-3571-both_sexes-3571.tsv.bgz,categorical-3571-both_sexes-3571.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-3571-both_sexes-3571.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-3571-both_sexes-3571.tsv.bgz.tbi,1352.0,216.0,1883.0,412.0,72789.0,406.0,675.0,72.0,916.0,276.0,33207.0,169.0,h2_z_insignificant,n_too_low,h2_z_insignificant,PASS,PASS,h2_z_insignificant
categorical|3606|both_sexes|3606|,categorical,3606,both_sexes,3606,,Chest pain or discomfort walking normally,"ACE touchscreen question ""Do you get this pain or discomfort when you walk at an ordinary pace on the level?"" ~F3606~ was collected from participants who indicated that they get pain or discomfort in their chest, as defined by their answers to ~F2335~",,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Chest pain,"AFR,CSA,EAS,EUR,MID",5,"CSA,EUR",2,True,False,True,categorical-3606-both_sexes-3606.tsv.bgz,categorical-3606-both_sexes-3606.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-3606-both_sexes-3606.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-3606-both_sexes-3606.tsv.bgz.tbi,413.0,,587.0,91.0,11416.0,113.0,1179.0,,1201.0,393.0,53861.0,239.0,h2_z_insignificant,,PASS,h2_z_insignificant,PASS,h2_z_insignificant
categorical|41200|both_sexes|J183|,categorical,41200,both_sexes,J183,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",J18.3 Total cholecystectomy NEC,Health-related outcomes > Hospital inpatient > Summary Operations,"AFR,CSA,EAS,EUR",4,"CSA,EUR",2,True,False,True,categorical-41200-both_sexes-J183.tsv.bgz,categorical-41200-both_sexes-J183.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-41200-both_sexes-J183.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-41200-both_sexes-J183.tsv.bgz.tbi,91.0,,201.0,54.0,14065.0,,6545.0,,8675.0,2655.0,406466.0,,h2_z_insignificant,,PASS,h2_z_insignificant,PASS,
categorical|41232|both_sexes|10|,categorical,41232,both_sexes,10,,Administrative and legal statuses,"This field is a summary of the distinct administrative and legal status codes a participant has had recorded in their hospital inpatient records. Administrative and legal status identifies whether a patient has been formally detained under the Mental Health Act or not. This information is not present in HES records dated after 2001.  This field corresponds to the field CATEGORY on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",NHS patient: not formally detained,Health-related outcomes > Hospital inpatient > Summary Administration,"AFR,AMR,CSA,EAS,EUR,MID",6,"CSA,EUR",2,True,False,True,categorical-41232-both_sexes-10.tsv.bgz,categorical-41232-both_sexes-10.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-41232-both_sexes-10.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-41232-both_sexes-10.tsv.bgz.tbi,2080.0,235.0,2655.0,541.0,121284.0,405.0,4556.0,745.0,6221.0,2168.0,299247.0,1194.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
categorical|41244|both_sexes|100|,categorical,41244,both_sexes,100,,Intended management of patient (recoded),"This field is a summary of the distinct intended management codes a participant has had recorded in their hospital inpatient records. The intended management of a patient is their planned duration of hospital stay, i.e. whether an overnight stay was anticipated or not.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field INTMANAG_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",One or more nights hospital stay,Health-related outcomes > Hospital inpatient > Summary Administration,"AFR,AMR,CSA,EAS,EUR,MID",6,"CSA,EUR",2,True,False,True,categorical-41244-both_sexes-100.tsv.bgz,categorical-41244-both_sexes-100.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-41244-both_sexes-100.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-41244-both_sexes-100.tsv.bgz.tbi,2532.0,335.0,3054.0,634.0,151845.0,516.0,3892.0,620.0,5498.0,1998.0,257942.0,1043.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
categorical|41245|both_sexes|1040|,categorical,41245,both_sexes,1040,,Main speciality of consultant (recoded),"This field is a summary of the distinct consultant speciality codes a participant has had recorded in their hospital inpatient records. The main speciality of the consultant is the specialism under which the consultant is contracted, e.g. cardiology or geriatric medicine, etc.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field MAINSPEF_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Anaesthetics,Health-related outcomes > Hospital inpatient > Summary Administration,"AFR,CSA,EUR,MID",4,"CSA,EUR",2,True,False,True,categorical-41245-both_sexes-1040.tsv.bgz,categorical-41245-both_sexes-1040.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-41245-both_sexes-1040.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-41245-both_sexes-1040.tsv.bgz.tbi,207.0,,347.0,,9732.0,52.0,6397.0,,8500.0,,409446.0,1543.0,h2_z_insignificant,,PASS,,PASS,h2_z_insignificant
categorical|41245|both_sexes|1070|,categorical,41245,both_sexes,1070,,Main speciality of consultant (recoded),"This field is a summary of the distinct consultant speciality codes a participant has had recorded in their hospital inpatient records. The main speciality of the consultant is the specialism under which the consultant is contracted, e.g. cardiology or geriatric medicine, etc.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field MAINSPEF_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Cardiology,Health-related outcomes > Hospital inpatient > Summary Administration,"AFR,AMR,CSA,EAS,EUR,MID",6,"CSA,EAS,EUR",3,True,False,True,categorical-41245-both_sexes-1070.tsv.bgz,categorical-41245-both_sexes-1070.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-41245-both_sexes-1070.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-41245-both_sexes-1070.tsv.bgz.tbi,587.0,78.0,1410.0,143.0,41274.0,171.0,6012.0,901.0,7435.0,2558.0,377866.0,1424.0,h2_z_insignificant,n_too_low,PASS,PASS,PASS,h2_z_insignificant
categorical|41245|both_sexes|1280|,categorical,41245,both_sexes,1280,,Main speciality of consultant (recoded),"This field is a summary of the distinct consultant speciality codes a participant has had recorded in their hospital inpatient records. The main speciality of the consultant is the specialism under which the consultant is contracted, e.g. cardiology or geriatric medicine, etc.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field MAINSPEF_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Gastroenterology,Health-related outcomes > Hospital inpatient > Summary Administration,"AFR,AMR,CSA,EAS,EUR,MID",6,"CSA,EUR",2,True,False,True,categorical-41245-both_sexes-1280.tsv.bgz,categorical-41245-both_sexes-1280.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-41245-both_sexes-1280.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-41245-both_sexes-1280.tsv.bgz.tbi,1401.0,220.0,2043.0,461.0,75090.0,388.0,5205.0,760.0,6812.0,2245.0,344294.0,1208.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
categorical|41246|both_sexes|1160|,categorical,41246,both_sexes,1160,,Treatment speciality of consultant (recoded),"This field is a summary of the distinct treatment speciality codes a participant has had recorded in their hospital inpatient records. The treatment speciality of the consultant is specialism under which the consultant was working, e.g. cardiology or geriatric medicine, etc.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field TRETSPEF_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Cardiology,Health-related outcomes > Hospital inpatient > Summary Administration,"AFR,AMR,CSA,EAS,EUR,MID",6,"EAS,EUR",2,True,False,True,categorical-41246-both_sexes-1160.tsv.bgz,categorical-41246-both_sexes-1160.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-41246-both_sexes-1160.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-41246-both_sexes-1160.tsv.bgz.tbi,574.0,73.0,1445.0,150.0,44652.0,185.0,5927.0,876.0,7203.0,2477.0,360858.0,1367.0,h2_z_insignificant,n_too_low,h2_z_insignificant,PASS,PASS,h2_z_insignificant
categorical|41246|both_sexes|1480|,categorical,41246,both_sexes,1480,,Treatment speciality of consultant (recoded),"This field is a summary of the distinct treatment speciality codes a participant has had recorded in their hospital inpatient records. The treatment speciality of the consultant is specialism under which the consultant was working, e.g. cardiology or geriatric medicine, etc.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field TRETSPEF_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Gastroenterology,Health-related outcomes > Hospital inpatient > Summary Administration,"AFR,AMR,CSA,EAS,EUR,MID",6,"CSA,EUR",2,True,False,True,categorical-41246-both_sexes-1480.tsv.bgz,categorical-41246-both_sexes-1480.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-41246-both_sexes-1480.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-41246-both_sexes-1480.tsv.bgz.tbi,1464.0,242.0,2203.0,520.0,89582.0,429.0,5069.0,712.0,6492.0,2126.0,318876.0,1140.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
categorical|41247|both_sexes|2000|,categorical,41247,both_sexes,2000,,Patient classification on admission (recoded),"This field is a summary of the distinct patient classification codes a participant has had recorded in their hospital inpatient records. Patient classification on admission identifies the type of patient, e.g. whether they are a regular attender or a maternity admission, etc.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field CLASSPAT_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Day case,Health-related outcomes > Hospital inpatient > Summary Administration,"AFR,AMR,CSA,EAS,EUR,MID",6,"EUR,MID",2,True,False,True,categorical-41247-both_sexes-2000.tsv.bgz,categorical-41247-both_sexes-2000.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-41247-both_sexes-2000.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-41247-both_sexes-2000.tsv.bgz.tbi,4397.0,639.0,5870.0,1516.0,269692.0,1044.0,2239.0,341.0,3006.0,1193.0,150839.0,555.0,h2_z_insignificant,n_too_low,h2_z_insignificant,h2_z_insignificant,PASS,PASS
categorical|41248|both_sexes|1000|,categorical,41248,both_sexes,1000,,Destinations on discharge from hospital (recoded),"This field is a summary of the distinct destination on discharge codes a participant has had recorded in their hospital inpatient records. Destination on discharge identifies whether a patient was due to return to their usual place of residence on leaving hospital, or whether they were due to go elsewhere.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field DISDEST_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Usual Place of residence,Health-related outcomes > Hospital inpatient > Summary Administration,"AFR,AMR,CSA,EAS,EUR,MID",6,"CSA,EUR",2,True,False,True,categorical-41248-both_sexes-1000.tsv.bgz,categorical-41248-both_sexes-1000.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-41248-both_sexes-1000.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-41248-both_sexes-1000.tsv.bgz.tbi,5413.0,784.0,7174.0,1944.0,339751.0,1277.0,1219.0,196.0,1694.0,765.0,80441.0,321.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
categorical|41249|both_sexes|2002|,categorical,41249,both_sexes,2002,,Methods of admission to hospital (recoded),"This field is a summary of the distinct method of admission codes a participant has had recorded in their hospital inpatient records. Method of admission to hospital identifies how a patient was admitted, e.g. an elective admission from a waiting list or an emergency admission, etc.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field ADMIMETH_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Emergency admission: GP,Health-related outcomes > Hospital inpatient > Summary Administration,"AFR,AMR,CSA,EAS,EUR,MID",6,"EUR,MID",2,True,False,True,categorical-41249-both_sexes-2002.tsv.bgz,categorical-41249-both_sexes-2002.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-41249-both_sexes-2002.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-41249-both_sexes-2002.tsv.bgz.tbi,579.0,92.0,832.0,172.0,55889.0,131.0,6034.0,887.0,8027.0,2536.0,364103.0,1465.0,h2_z_insignificant,n_too_low,h2_z_insignificant,h2_z_insignificant,PASS,PASS
categorical|41250|both_sexes|1000|,categorical,41250,both_sexes,1000,,Methods of discharge from hospital (recoded),"This field is a summary of the distinct method of discharge codes a participant has had recorded in their hospital inpatient records. Method of discharge from hospital identifies how a patient was discharged - i.e. whether this was on clinical advice, the patient died in hospital or the patient discharged themselves.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field DISMETH_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Discharged on clinical advice/consent,Health-related outcomes > Hospital inpatient > Summary Administration,"AFR,AMR,EAS,EUR,MID",5,"EUR,MID",2,True,False,True,categorical-41250-both_sexes-1000.tsv.bgz,categorical-41250-both_sexes-1000.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-41250-both_sexes-1000.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-41250-both_sexes-1000.tsv.bgz.tbi,5408.0,779.0,,1915.0,340967.0,1264.0,1227.0,201.0,,794.0,79518.0,335.0,h2_z_insignificant,n_too_low,,h2_z_insignificant,PASS,PASS
categorical|41251|both_sexes|1000|,categorical,41251,both_sexes,1000,,Sources of admission to hospital (recoded),"This field is a summary of the distinct source of admission codes a participant has had recorded in their hospital inpatient records. Source of admission identifies whether a patient came to the hospital from their usual place of residence or elsewhere.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field ADMISORC_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Usual Place of residence,Health-related outcomes > Hospital inpatient > Summary Administration,"AFR,AMR,CSA,EAS,EUR,MID",6,"CSA,EUR",2,True,False,True,categorical-41251-both_sexes-1000.tsv.bgz,categorical-41251-both_sexes-1000.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-41251-both_sexes-1000.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-41251-both_sexes-1000.tsv.bgz.tbi,5399.0,787.0,7190.0,1951.0,344773.0,1276.0,1237.0,193.0,1685.0,758.0,75633.0,323.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
categorical|4293|both_sexes|3|,categorical,4293,both_sexes,3,,PM: final answer,Participants were allowed up to 2 attempts to correctly recall the colour/shape shown to them earlier in the touchscreen section. This is the final answer they gave - whether it is their first or second attempt can be gauged from ~F4291~.,Orange circle,UK Biobank Assessment Centre > Cognitive function > Prospective memory,"AFR,AMR,CSA,EAS,EUR,MID",6,"CSA,EUR",2,True,False,True,categorical-4293-both_sexes-3.tsv.bgz,categorical-4293-both_sexes-3.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-4293-both_sexes-3.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-4293-both_sexes-3.tsv.bgz.tbi,3230.0,374.0,4520.0,1009.0,132509.0,591.0,541.0,61.0,822.0,166.0,5328.0,110.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
categorical|4294|both_sexes|0|,categorical,4294,both_sexes,0,,Final attempt correct,True if final answer given was correct.,no,UK Biobank Assessment Centre > Cognitive function > Prospective memory,"AFR,AMR,CSA,EAS,EUR,MID",6,"CSA,EUR",2,True,False,True,categorical-4294-both_sexes-0.tsv.bgz,categorical-4294-both_sexes-0.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-4294-both_sexes-0.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-4294-both_sexes-0.tsv.bgz.tbi,541.0,61.0,822.0,166.0,5328.0,110.0,3246.0,375.0,4549.0,1017.0,132671.0,595.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
categorical|4957|both_sexes|4957|,categorical,4957,both_sexes,4957,,FI3 : word interpolation,"ACE touchscreen question ""Bud is to Flower as Child is to?"". Part 3 of Fluid Intelligence test. Offered choice from Grow, Develop, Improve, Adult and Old.",,UK Biobank Assessment Centre > Cognitive function > Fluid intelligence / reasoning,"AFR,AMR,CSA,EAS,EUR,MID",6,"CSA,EUR",2,True,False,True,categorical-4957-both_sexes-4957.tsv.bgz,categorical-4957-both_sexes-4957.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-4957-both_sexes-4957.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-4957-both_sexes-4957.tsv.bgz.tbi,1975.0,229.0,2594.0,656.0,113724.0,302.0,1263.0,158.0,1543.0,369.0,20993.0,273.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
categorical|5001|both_sexes|5001|,categorical,5001,both_sexes,5001,,FI7 : synonym,"ACE touchscreen question ""Stop means the same as?"". Part 7 of Fluid Intelligence test.  Offered choice from Pause, Close, Cease, Break or Rest.",,UK Biobank Assessment Centre > Cognitive function > Fluid intelligence / reasoning,"AFR,AMR,CSA,EAS,EUR,MID",6,"CSA,EUR",2,True,False,True,categorical-5001-both_sexes-5001.tsv.bgz,categorical-5001-both_sexes-5001.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-5001-both_sexes-5001.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-5001-both_sexes-5001.tsv.bgz.tbi,744.0,100.0,838.0,189.0,85333.0,152.0,471.0,31.0,669.0,118.0,12267.0,69.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
categorical|5012|both_sexes|5012|,categorical,5012,both_sexes,5012,,FI8 : chained arithmetic,"ACE touchscreen question ""If David is twenty-one and Owen is nineteen and Daniel is nine years younger than David, what is half their combined age?"". Part 8 of Fluid Intelligence test. Offered choice from 25, 26, 27, 28 or 29.",,UK Biobank Assessment Centre > Cognitive function > Fluid intelligence / reasoning,"AFR,AMR,CSA,EAS,EUR,MID",6,"CSA,EUR",2,True,False,True,categorical-5012-both_sexes-5012.tsv.bgz,categorical-5012-both_sexes-5012.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-5012-both_sexes-5012.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-5012-both_sexes-5012.tsv.bgz.tbi,292.0,56.0,507.0,130.0,56623.0,99.0,633.0,53.0,627.0,114.0,30712.0,84.0,h2_z_insignificant,n_too_low,PASS,h2_z_insignificant,PASS,h2_z_insignificant
categorical|5556|both_sexes|5556|,categorical,5556,both_sexes,5556,,FI9 : concept interpolation,"ACE touchscreen question ""Age is to Years as Height is to?"". Part 9 of Fluid Intelligence test. Offered choice from Long, Deep, Top, Metres or Tall.",,UK Biobank Assessment Centre > Cognitive function > Fluid intelligence / reasoning,"AFR,CSA,EUR",3,"AFR,EUR",2,True,False,True,categorical-5556-both_sexes-5556.tsv.bgz,categorical-5556-both_sexes-5556.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-5556-both_sexes-5556.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-5556-both_sexes-5556.tsv.bgz.tbi,84.0,,187.0,,22621.0,,241.0,,219.0,,17944.0,,PASS,,h2_z_insignificant,,PASS,
categorical|6138|both_sexes|100|,categorical,6138,both_sexes,100,,Qualifications,"ACE touchscreen question ""Which of the following qualifications do you have? (You can select more than one)"" The following checks were performed:  If code -7 was selected, then no additional choices were allowed.  If code -3 was selected, then no additional choices were allowed.   If the participant activated the Help button they were shown the message:     A levels/AS levels and equivalent includes the Higher School Certificate  O levels/GCSEs and equivalent includes the School Certificate.     ",None of the above,UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education,"AFR,AMR,CSA,EAS,EUR,MID",6,"AFR,CSA,EAS,EUR,MID",5,True,False,True,categorical-6138-both_sexes-100.tsv.bgz,categorical-6138-both_sexes-100.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-6138-both_sexes-100.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-6138-both_sexes-100.tsv.bgz.tbi,931.0,130.0,1412.0,358.0,73293.0,252.0,5422.0,811.0,6847.0,2167.0,343023.0,1274.0,PASS,n_too_low,PASS,PASS,PASS,PASS
categorical|6138|both_sexes|2|,categorical,6138,both_sexes,2,,Qualifications,"ACE touchscreen question ""Which of the following qualifications do you have? (You can select more than one)"" The following checks were performed:  If code -7 was selected, then no additional choices were allowed.  If code -3 was selected, then no additional choices were allowed.   If the participant activated the Help button they were shown the message:     A levels/AS levels and equivalent includes the Higher School Certificate  O levels/GCSEs and equivalent includes the School Certificate.     ",A levels/AS levels or equivalent,UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education,"AFR,AMR,CSA,EAS,EUR,MID",6,"EAS,EUR",2,True,False,True,categorical-6138-both_sexes-2.tsv.bgz,categorical-6138-both_sexes-2.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-6138-both_sexes-2.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-6138-both_sexes-2.tsv.bgz.tbi,880.0,177.0,1399.0,416.0,112131.0,272.0,5473.0,764.0,6860.0,2109.0,304185.0,1254.0,h2_z_insignificant,n_too_low,h2_z_insignificant,PASS,PASS,h2_z_insignificant
